split,sentence_id,aspect_id,text,term,term_normalized,polarity
train,377,377::term::0,We were a group of 8 and well seved.,seved,seved,positive
train,2808,2808::term::0,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",signs,signs,positive
train,2808,2808::term::1,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",specials menus,specials menus,positive
train,2808,2808::term::2,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,food,positive
train,2808,2808::term::3,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",waitstaff,waitstaff,positive
train,2183,2183::term::0,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",scallop roll,scallop roll,positive
train,2183,2183::term::1,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",sesame chicken,sesame chicken,positive
train,2841,2841::term::0,"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",food,food,neutral
train,1418,1418::term::0,I noted it was crossed off on the bill.,bill,bill,neutral
train,287,287::term::0,Best dish is nori-wrapped tuna.,nori-wrapped tuna,nori-wrapped tuna,positive
train,287,287::term::1,Best dish is nori-wrapped tuna.,dish,dish,positive
train,814,814::term::0,The food was absolutely amazing!!,food,food,positive
train,3112,3112::term::0,Some servers make you feel like they are doing you a favor to bring you the food.,servers,servers,negative
train,3112,3112::term::1,Some servers make you feel like they are doing you a favor to bring you the food.,food,food,neutral
train,2413,2413::term::0,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",fast food,fast food,negative
train,2413,2413::term::1,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,food,negative
train,3435,3435::term::0,Mermaid Inn is an overall good restaurant with really good seafood.,seafood,seafood,positive
train,664,664::term::0,The staff is also attentive and friendly.,staff,staff,positive
train,1644,1644::term::0,The all you can eat deal is truly amazing here.,all you can eat deal,all you can eat deal,positive
train,2036,2036::term::0,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dish,dish,negative
train,2036,2036::term::1,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",taste,taste,neutral
train,2036,2036::term::2,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",dishes,dishes,negative
train,2101,2101::term::0,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,meat patties in steamed buns,meat patties in steamed buns,negative
train,1822,1822::term::0,All of the pizzas are terrific and the price is even better!,pizzas,pizzas,positive
train,1822,1822::term::1,All of the pizzas are terrific and the price is even better!,price,price,positive
train,2537,2537::term::0,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",FOOD,food,negative
train,2537,2537::term::1,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",Ambiance,ambiance,negative
train,1594,1594::term::0,The food was good too.,food,food,positive
train,3572,3572::term::0,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.",waiter,waiter,negative
train,845,845::term::0,The dining room is quietly elegant with no music to shout over -- how refreshing!,dining room,dining room,positive
train,845,845::term::1,The dining room is quietly elegant with no music to shout over -- how refreshing!,music,music,positive
train,3004,3004::term::0,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",sushi,sushi,positive
train,3004,3004::term::1,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",fish,fish,neutral
train,1327,1327::term::0,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,menu,menu,positive
train,1327,1327::term::1,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,variety of dishes,variety of dishes,positive
train,1327,1327::term::2,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,seafood,seafood,positive
train,2681,2681::term::0,The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,white bean brushetta,positive
train,2681,2681::term::1,The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,pasta,positive
train,3361,3361::term::0,The rest of the menu is limited by everything is good eats.,menu,menu,conflict
train,3361,3361::term::1,The rest of the menu is limited by everything is good eats.,eats,eats,positive
train,789,789::term::0,The menu is nothing like the one on the website.,menu,menu,negative
train,782,782::term::0,"Great food, great lay out and awesome service.",food,food,positive
train,782,782::term::1,"Great food, great lay out and awesome service.",lay out,lay out,positive
train,782,782::term::2,"Great food, great lay out and awesome service.",service,service,positive
train,3148,3148::term::0,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,cart attendant,cart attendant,negative
train,3148,3148::term::1,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,lotus leaf wrapped rice,lotus leaf wrapped rice,neutral
train,3148,3148::term::2,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,rice,rice,neutral
train,3661,3661::term::0,We walked in on a Wednesday night and were seated promptly.,seated,seated,positive
train,3682,3682::term::0,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.",wait staff,wait staff,positive
train,205,205::term::0,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",waitstaff,waitstaff,negative
train,205,205::term::1,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely.",service,service,conflict
train,655,655::term::0,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,food,positive
train,655,655::term::1,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,feel,feel,positive
train,655,655::term::2,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,taste,taste,positive
train,132,132::term::0,"They have it all -- great price, food, and service.",price,price,positive
train,132,132::term::1,"They have it all -- great price, food, and service.",food,food,positive
train,132,132::term::2,"They have it all -- great price, food, and service.",service,service,positive
train,3382,3382::term::0,"The flavors are great, and the menu is extensive.",flavors,flavors,positive
train,3382,3382::term::1,"The flavors are great, and the menu is extensive.",menu,menu,positive
train,2850,2850::term::0,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,food,positive
train,2850,2850::term::1,"The food was amazing, the service was so attentive and personable, and how about that ambience!",service,service,positive
train,2850,2850::term::2,"The food was amazing, the service was so attentive and personable, and how about that ambience!",ambience,ambience,positive
train,708,708::term::0,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",interior,interior,positive
train,708,708::term::1,"This place has the best interior I have seen anywhere in the northside of W'burg, and will impress whoever you bring there.",place,place,positive
train,978,978::term::0,The food has been consistant for years and it never lets you down.,food,food,positive
train,1029,1029::term::0,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,sashimi plate,sashimi plate,positive
train,3470,3470::term::0,"And forget what you read under me, the atmosphere isn't that bad either.",atmosphere,atmosphere,neutral
train,163,163::term::0,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",waitress,waitress,negative
train,163,163::term::1,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.",servants,servants,negative
train,1017,1017::term::0,sometimes i get good food and ok service.,food,food,positive
train,1017,1017::term::1,sometimes i get good food and ok service.,service,service,neutral
train,757,757::term::0,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,food,neutral
train,757,757::term::1,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",noise,noise,negative
train,472,472::term::0,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",chicken dish,chicken dish,negative
train,472,472::term::1,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",manager,manager,negative
train,472,472::term::2,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,dish,neutral
train,2223,2223::term::0,The food was spicy and delicious.,food,food,positive
train,1339,1339::term::0,Went for a late weekday lunch.,lunch,lunch,neutral
train,3649,3649::term::0,Bartender was unable to tear himself away from friends at bar.,Bartender,bartender,negative
train,3649,3649::term::1,Bartender was unable to tear himself away from friends at bar.,bar,bar,neutral
train,1140,1140::term::0,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,food,positive
train,2337,2337::term::0,Dahkin also offers prix fixe lunch and buffet.,prix fixe lunch,prix fixe lunch,positive
train,2337,2337::term::1,Dahkin also offers prix fixe lunch and buffet.,buffet,buffet,positive
train,1174,1174::term::0,"Although the place could be a little more eye catching and roomier, at the same time, it doesn't really matter.",place,place,conflict
train,2818,2818::term::0,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,food,positive
train,2818,2818::term::1,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,service,service,positive
train,162,162::term::0,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,drinks,drinks,neutral
train,162,162::term::1,Went on a double date with friend and his girlfriend for a few drinks and appetizers.,appetizers,appetizers,neutral
train,1216,1216::term::0,Great place to grab a hot bagel on the way to work.,hot bagel,hot bagel,positive
train,3530,3530::term::0,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",chicken,chicken,negative
train,3530,3530::term::1,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",oil,oil,neutral
train,3530,3530::term::2,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",pepper powder,pepper powder,neutral
train,3530,3530::term::3,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",sauce,sauce,negative
train,951,951::term::0,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",waiter,waiter,negative
train,951,951::term::1,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so.",drinks,drinks,neutral
train,1304,1304::term::0,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,food,neutral
train,1304,1304::term::1,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,service,neutral
train,1304,1304::term::2,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,tip,negative
train,1856,1856::term::0,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,glass of sangria,positive
train,3318,3318::term::0,I would highly recommand requesting a table by the window.,table by the window,table by the window,positive
train,1335,1335::term::0,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,food,positive
train,1335,1335::term::1,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,service,negative
train,1335,1335::term::2,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,waiter,negative
train,1335,1335::term::3,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,service,negative
train,401,401::term::0,"The service, however, was a bright flower in a garden.",service,service,positive
train,2944,2944::term::0,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,menu,positive
train,3298,3298::term::0,"The food is very good too but for the most part, it's just regular food, nothing special.",food,food,positive
train,3298,3298::term::1,"The food is very good too but for the most part, it's just regular food, nothing special.",food,food,neutral
train,1344,1344::term::0,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,jalapeno,positive
train,1381,1381::term::0,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,pad see ew,neutral
train,1381,1381::term::1,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,dishes,positive
train,3658,3658::term::0,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,back patio,positive
train,3658,3658::term::1,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,music,positive
train,1840,1840::term::0,The location is perfect.,location,location,positive
train,2702,2702::term::0,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,guacamole shrimp appetizer,positive
train,2702,2702::term::1,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,filet,positive
train,2702,2702::term::2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,frites,negative
train,2702,2702::term::3,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,filet,positive
train,3536,3536::term::0,The lunch special is an asbolute steal.,lunch special,lunch special,positive
train,1363,1363::term::0,This food is asian-air fusion.,food,food,neutral
train,1065,1065::term::0,Nothing fancy but really good food with pretty reasonable price.,food,food,positive
train,1065,1065::term::1,Nothing fancy but really good food with pretty reasonable price.,price,price,positive
train,2137,2137::term::0,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,the chicken pot pie,positive
train,2137,2137::term::1,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,cheeseburger,positive
train,2137,2137::term::2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,service,positive
train,2884,2884::term::0,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,food,positive
train,2884,2884::term::1,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,ambience,positive
train,558,558::term::0,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,employees,conflict
train,1099,1099::term::0,Once for dinner and once for brunch.,dinner,dinner,neutral
train,1099,1099::term::1,Once for dinner and once for brunch.,brunch,brunch,neutral
train,2042,2042::term::0,Not worth the prices.,prices,prices,negative
train,1114,1114::term::0,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,staff,positive
train,233,233::term::0,Service was good and food is wonderful.,Service,service,positive
train,233,233::term::1,Service was good and food is wonderful.,food,food,positive
train,3276,3276::term::0,She gets 10 for her excellent service and advice.,service,service,positive
train,960,960::term::0,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,meal,positive
train,3555,3555::term::0,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,spicy ethnic foods,positive
train,2477,2477::term::0,And I say snacking because it really is not set up to be a proper dinner.,dinner,dinner,negative
train,2477,2477::term::1,And I say snacking because it really is not set up to be a proper dinner.,snacking,snacking,neutral
train,1095,1095::term::0,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!,quality of food,quality of food,positive
train,1095,1095::term::1,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!,live jazz,live jazz,positive
train,696,696::term::0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,food,positive
train,62,62::term::0,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,seasonal beer,positive
train,62,62::term::1,(Always ask the bartender for the SEASONAL beer!!!,bartender,bartender,neutral
train,768,768::term::0,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,ambiance,positive
train,3636,3636::term::0,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,food,neutral
train,3695,3695::term::0,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,sandwiches,conflict
train,211,211::term::0,Service and food is what any one would expect when spending that type of money.,Service,service,neutral
train,211,211::term::1,Service and food is what any one would expect when spending that type of money.,food,food,neutral
train,524,524::term::0,LOVE the atmosphere - felt like I was in Paris.,atmosphere,atmosphere,positive
train,801,801::term::0,Every course was better than the next.,course,course,positive
train,266,266::term::0,The staff is incredibly helpful and attentive.,staff,staff,positive
train,1986,1986::term::0,"If presentation and service is your thing, then this magic show works.",service,service,positive
train,1240,1240::term::0,"Apparently, the good cook works then.",cook,cook,positive
train,1787,1787::term::0,The Yellowtail was particularly good as well.,Yellowtail,yellowtail,positive
train,2349,2349::term::0,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,clams oreganta,positive
train,2349,2349::term::1,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive
train,2485,2485::term::0,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,menu,negative
train,2485,2485::term::1,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,portions,negative
train,2485,2485::term::2,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,lentil dish,negative
train,2485,2485::term::3,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,basmati rice dish,negative
train,2485,2485::term::4,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,flavor,negative
train,2412,2412::term::0,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,menu,positive
train,2647,2647::term::0,Patroon features a nice cigar bar and has great staff.,cigar bar,cigar bar,positive
train,2647,2647::term::1,Patroon features a nice cigar bar and has great staff.,staff,staff,positive
train,714,714::term::0,Very affordable and excellent ambient!,ambient,ambient,positive
train,3002,3002::term::0,"More important, the sushi rivals the best in Tokyo.",sushi,sushi,positive
train,2616,2616::term::0,I have never had cheescake like this.,cheescake,cheescake,positive
train,2969,2969::term::0,"Bill a little high, but worth it.",Bill,bill,conflict
train,2410,2410::term::0,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,delivery,negative
train,3206,3206::term::0,Its a go-to for dates as well as entertaining out of town guests.,entertaining,entertaining,positive
train,837,837::term::0,Why do people rave about the ambience.,ambience,ambience,negative
train,1244,1244::term::0,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,drink,neutral
train,1343,1343::term::0,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,fluke sashimi,positive
train,1343,1343::term::1,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,jalapeno-lime olive oil,positive
train,1343,1343::term::2,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,fruit of the oil,positive
train,1343,1343::term::3,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,fish,positive
train,348,348::term::0,Great sushi experience.,sushi,sushi,positive
train,1956,1956::term::0,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,meal,positive
train,1956,1956::term::1,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,price,positive
train,2039,2039::term::0,They charge $6.00 for rice.,rice,rice,negative
train,2990,2990::term::0,My steak au poivre was one of the worst I've had.,steak au poivre,steak au poivre,negative
train,1779,1779::term::0,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,staff,positive
train,1779,1779::term::1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,ambiance,positive
train,1779,1779::term::2,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,owner,positive
train,142,142::term::0,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,congee,positive
train,142,142::term::1,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,bread,positive
train,142,142::term::2,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,donut like deep fried dough they call ow ley soh,positive
train,2768,2768::term::0,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,candle-light,positive
train,2768,2768::term::1,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,food-quality,positive
train,2768,2768::term::2,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,service,positive
train,2768,2768::term::3,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,tables,negative
train,812,812::term::0,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,food,positive
train,812,812::term::1,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,waiter,positive
train,218,218::term::0,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,caviar,positive
train,218,218::term::1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,waitstaff,positive
train,1204,1204::term::0,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,food,conflict
train,1204,1204::term::1,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,ethnic food,negative
train,811,811::term::0,The place was real empty but that was because this was the first Sunday they ever opened.,place,place,negative
train,2239,2239::term::0,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,food,positive
train,2239,2239::term::1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,money,positive
train,2239,2239::term::2,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,place,conflict
train,3493,3493::term::0,"Ambience is delightful, service impeccable.",Ambience,ambience,positive
train,3493,3493::term::1,"Ambience is delightful, service impeccable.",service,service,positive
train,503,503::term::0,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,service,positive
train,503,503::term::1,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,ac,positive
train,3236,3236::term::0,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,people,positive
train,1606,1606::term::0,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,cooks,positive
train,300,300::term::0,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,sushi rolls,positive
train,2334,2334::term::0,Although be warned their dinner menu to sit and take out prices are different.,prices,prices,neutral
train,2334,2334::term::1,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,dinner menu to sit,neutral
train,2334,2334::term::2,Although be warned their dinner menu to sit and take out prices are different.,take out,take out,neutral
train,2079,2079::term::0,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,staff,positive
train,2079,2079::term::1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,food,positive
train,2079,2079::term::2,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,place,positive
train,1424,1424::term::0,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,scallion pancake,positive
train,1424,1424::term::1,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,vegetable juice,positive
train,1424,1424::term::2,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,guizhou chicken,positive
train,1424,1424::term::3,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,shredded squid family style,positive
train,1424,1424::term::4,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,sichuan spicy soft shell crab,positive
train,1424,1424::term::5,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,shuizhu fish,positive
train,1424,1424::term::6,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,sichuan food,neutral
train,1294,1294::term::0,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,spinach mushroom calzone,negative
train,1294,1294::term::1,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,canned vegetables,negative
train,2361,2361::term::0,"To celebrate a birthday, three of us went to Mare anticipating great food.",food,food,neutral
train,316,316::term::0,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,blue point oysters,neutral
train,316,316::term::1,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,beer,neutral
train,316,316::term::2,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,glass of wine,neutral
train,1393,1393::term::0,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,noodle dishes,positive
train,1393,1393::term::1,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,green curry dish,negative
train,1317,1317::term::0,"But for whatever reason, prices are about twice as high.",prices,prices,negative
train,1213,1213::term::0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,service,negative
train,1213,1213::term::1,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,food,negative
train,1281,1281::term::0,Great atmoshere and worth every bit.,atmoshere,atmoshere,positive
train,2262,2262::term::0,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,spicy tuna roll,positive
train,2262,2262::term::1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,rock shrimp tempura,positive
train,2262,2262::term::2,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,appetizer,positive
train,3456,3456::term::0,The staff was knowledgeable and full of personality.,staff,staff,positive
train,1738,1738::term::0,Great staff.,staff,staff,positive
train,1081,1081::term::0,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,cost,negative
