split,sentence_id,category_id,text,category,polarity
train,158,158::cat::0,We were fast to order the appetizer platter since we were very hungry.,anecdotes/miscellaneous,neutral
train,3186,3186::cat::0,"The staff are attentive, and have smiles on their faces.",service,positive
train,654,654::cat::0,This is the BEST Shabu-Shabu Restaurant in the Try-State Area.,food,positive
train,52,52::cat::0,"No dress codes, no attitudes, plenty of comfort companionship, a great place to relax in an always busy Midtown.",ambience,positive
train,2125,2125::cat::0,"Largest and freshest pieces of sushi, and delicious!",food,positive
train,3371,3371::cat::0,Even the pasta is delicious here (a rarity in New York pizza restaurants).,food,positive
train,2115,2115::cat::0,"but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.",food,negative
train,1546,1546::cat::0,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",anecdotes/miscellaneous,conflict
train,1546,1546::cat::1,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",service,negative
train,1546,1546::cat::2,"Maybe I say so because it looked promising for people who like artery-clogging jewish deli food, but turns out to be poorly run and awful.",food,conflict
train,753,753::cat::0,After my 3rd time the manager remembered me and treated me like an usual customer.,service,positive
train,2560,2560::cat::0,This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,anecdotes/miscellaneous,positive
train,3165,3165::cat::0,now if they could only get a toaster.,anecdotes/miscellaneous,negative
train,2601,2601::cat::0,You will find yourself returning quite often.,anecdotes/miscellaneous,positive
train,3505,3505::cat::0,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",service,positive
train,3505,3505::cat::1,"When he's not making authentic Neapolitan pizza in the open brick oven or lightly frying zucchini blossoms, he's visiting the regulars (a growing legion) and checking on newcomers.",food,positive
train,1747,1747::cat::0,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,food,positive
train,1747,1747::cat::1,Wait staff is blantently unappreciative of your business but its the best pie on the UWS!,service,negative
train,1481,1481::cat::0,"The ingredients taste fresher, the crust is thinner and crispier, the slice is less oily, and it's never burnt like it occasionally is at Joe's.",food,positive
train,1767,1767::cat::0,Fish is so very fresh.,food,positive
train,634,634::cat::0,The prices were CHEAP compared to the quality of service and food.,price,positive
train,634,634::cat::1,The prices were CHEAP compared to the quality of service and food.,service,positive
train,634,634::cat::2,The prices were CHEAP compared to the quality of service and food.,food,positive
train,3058,3058::cat::0,Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,anecdotes/miscellaneous,negative
train,968,968::cat::0,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",food,positive
train,968,968::cat::1,"Top spot in town for Vietnamese classics, better than places that cost a lot more.",price,positive
train,2300,2300::cat::0,less wait time for me!,service,positive
train,2136,2136::cat::0,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",food,positive
train,2136,2136::cat::1,"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",ambience,positive
train,1039,1039::cat::0,"The decor is really blah, and not at all hip or happening.",ambience,negative
train,3138,3138::cat::0,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",anecdotes/miscellaneous,neutral
train,3138,3138::cat::1,"Having discovered Ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",ambience,positive
train,2722,2722::cat::0,You cannot go wrong at the Red Eye Grill.,anecdotes/miscellaneous,positive
train,1547,1547::cat::0,It appears to be the owner's first venture and it shows.,anecdotes/miscellaneous,negative
train,2597,2597::cat::0,"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",food,positive
train,1740,1740::cat::0,I go twice a month!,anecdotes/miscellaneous,neutral
train,715,715::cat::0,We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.,food,negative
train,2160,2160::cat::0,They have a huge selection of different cream cheeses and all of their salads are great.,food,positive
train,3437,3437::cat::0,The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.,food,positive
train,939,939::cat::0,The food was authentic.,food,positive
train,3140,3140::cat::0,The dim sum is delectable while the prices are quite easy on the wallet.,food,positive
train,3140,3140::cat::1,The dim sum is delectable while the prices are quite easy on the wallet.,price,positive
train,1714,1714::cat::0,"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",food,positive
train,337,337::cat::0,The worst excuse for Japanese food I've ever encountered.,anecdotes/miscellaneous,negative
train,2027,2027::cat::0,A million better places to go in the city.,anecdotes/miscellaneous,negative
train,595,595::cat::0,"If celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",anecdotes/miscellaneous,conflict
train,256,256::cat::0,Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,food,negative
train,764,764::cat::0,I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,food,negative
train,1375,1375::cat::0,I love it.,anecdotes/miscellaneous,positive
train,613,613::cat::0,If you want something really different than try Jekyll and Hyde.,anecdotes/miscellaneous,positive
train,1329,1329::cat::0,"We had reservations at 9pm, but was not seated until 10:15pm.",service,negative
train,1329,1329::cat::1,"We had reservations at 9pm, but was not seated until 10:15pm.",anecdotes/miscellaneous,negative
train,3198,3198::cat::0,We had Pam's special fried fish and it was amazing.,food,positive
train,623,623::cat::0,Its located in greenewich village.,anecdotes/miscellaneous,neutral
train,3325,3325::cat::0,There is no excuse for such lousy service!,service,negative
train,294,294::cat::0,Three strikes and this restaurant is out.,anecdotes/miscellaneous,negative
train,3375,3375::cat::0,We bring in a party of ten or so every week.,anecdotes/miscellaneous,neutral
train,3304,3304::cat::0,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.,food,positive
train,3608,3608::cat::0,"So, a little inconsistency there but either way, both pizzas were really good.",food,conflict
train,3203,3203::cat::0,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",food,positive
train,3203,3203::cat::1,"Overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.",price,negative
train,3640,3640::cat::0,We would return to this place again!,anecdotes/miscellaneous,positive
train,3499,3499::cat::0,Not enough wines by the glass either.,food,negative
train,694,694::cat::0,I had the duck breast special on my last visit and it was incredible.,food,positive
train,831,831::cat::0,I must say it's a little pricey for the food because it was not as spectacular as the view.,price,negative
train,271,271::cat::0,These innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,food,positive
train,2677,2677::cat::0,"Just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.",ambience,negative
train,844,844::cat::0,No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive
train,551,551::cat::0,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",anecdotes/miscellaneous,positive
train,551,551::cat::1,"We were worried we would have trouble getting in, but somehow managed to have a short wait.",service,positive
train,3709,3709::cat::0,My wife had the fried shrimp which are huge and loved it.,food,positive
train,386,386::cat::0,"Everything I had was good, and I'm a eater.",food,positive
train,1704,1704::cat::0,One should not go to Lucky Strike for the food.,food,negative
train,1196,1196::cat::0,The service is awful--the last time I was there (and I do mean the last time) we were told that they needed our table so we would have to leave.,service,negative
train,3689,3689::cat::0,We could only get through an appetizer and cheese fondue.,food,neutral
train,3689,3689::cat::1,We could only get through an appetizer and cheese fondue.,anecdotes/miscellaneous,neutral
train,1379,1379::cat::0,"To me it exemplifies Soho, cute, artsy, interesting.",ambience,positive
train,2142,2142::cat::0,"Try everything for that matter, it is all good.",food,positive
train,3472,3472::cat::0,Both times we waited well over a half hour for a table (even though we had reservations).,service,negative
train,2372,2372::cat::0,happy to be a regular at this place and would warmly recommend it to anyone.,anecdotes/miscellaneous,positive
train,3561,3561::cat::0,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,anecdotes/miscellaneous,positive
train,3561,3561::cat::1,I've been eating at Taj Mahal for over twenty years and have found them to be the most excellent of the Indian eateries on this block of Indian restaurants.,anecdotes/miscellaneous,positive
train,16,16::cat::0,"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.",service,positive
train,2253,2253::cat::0,Try the green curry!!!,food,positive
train,3425,3425::cat::0,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,food,positive
train,2698,2698::cat::0,We were also seated promptly at the time of our reservation and the service was very quick and professional.,service,positive
train,2496,2496::cat::0,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",food,positive
train,2496,2496::cat::1,"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",service,positive
train,124,124::cat::0,The food there are sastifying.,food,positive
train,2600,2600::cat::0,I highly recommend to anyone to give this place a try.,anecdotes/miscellaneous,positive
train,630,630::cat::0,I highly recommend visiting this restaurant and having dinner and drinks!,anecdotes/miscellaneous,positive
train,630,630::cat::1,I highly recommend visiting this restaurant and having dinner and drinks!,food,positive
train,267,267::cat::0,The bar is very well stocked with interesting beers and well priced wines.,food,positive
train,1804,1804::cat::0,I agree.,anecdotes/miscellaneous,neutral
train,2657,2657::cat::0,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",anecdotes/miscellaneous,negative
train,2657,2657::cat::1,"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",service,negative
train,920,920::cat::0,The food was good.,food,positive
train,2976,2976::cat::0,"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",food,positive
train,2408,2408::cat::0,"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",ambience,negative
train,2237,2237::cat::0,It just wasn't Thai.,anecdotes/miscellaneous,negative
train,304,304::cat::0,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,food,positive
train,304,304::cat::1,I have enjoyed everything I have ever gotten and the fish is so fresh and always prepared in a great way.,anecdotes/miscellaneous,positive
train,3225,3225::cat::0,I particularly love their yellowfun tuna and their mussel selection.,food,positive
train,3154,3154::cat::0,I love to visit Murrays for my bagel fix.,anecdotes/miscellaneous,positive
train,2348,2348::cat::0,"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",ambience,positive
train,2971,2971::cat::0,Recommended.,anecdotes/miscellaneous,positive
train,921,921::cat::0,The place was nice and calm.,ambience,positive
train,532,532::cat::0,Cheese plate is a varied delight and great bargain at $10.,food,positive
train,532,532::cat::1,Cheese plate is a varied delight and great bargain at $10.,price,positive
train,1972,1972::cat::0,I could have drank 4 glasses of water and still been parched - so watch out.,food,negative
train,553,553::cat::0,"When we sat, we got great and fast service.",service,positive
train,1681,1681::cat::0,"Most of the servers are very attentive, friendly and quite attractive.",service,positive
train,2586,2586::cat::0,I think locals rate this place so high.,anecdotes/miscellaneous,neutral
train,1734,1734::cat::0,Service is average.,service,neutral
train,2558,2558::cat::0,But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive
train,1522,1522::cat::0,Go girls!!!,anecdotes/miscellaneous,positive
train,3683,3683::cat::0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",service,negative
train,2715,2715::cat::0,"The steak is good, the fish is good and the sushi was surprisingly great.",food,positive
train,760,760::cat::0,"For asian fusion, there are many places further downtown.",anecdotes/miscellaneous,neutral
train,120,120::cat::0,Old school meets New world.,anecdotes/miscellaneous,neutral
train,2295,2295::cat::0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,anecdotes/miscellaneous,positive
train,3513,3513::cat::0,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",service,negative
train,3513,3513::cat::1,"The service was poor, restaurant poorly lit, staff not very attentive and I would have rather eaten at a Mcdonald's than this joint.",ambience,negative
train,2880,2880::cat::0,This is probably one of my new favorite places.,anecdotes/miscellaneous,positive
train,2034,2034::cat::0,"For being number 1, this place has alot of work to do in order to truly earn its so called reputation.",anecdotes/miscellaneous,negative
train,3299,3299::cat::0,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",anecdotes/miscellaneous,neutral
train,3299,3299::cat::1,"For myself and family we would only go here to celebrate an occassion, I do prefer smaller, quiter restaurants.",ambience,neutral
train,1208,1208::cat::0,The one on the east side is much better than the one on the west side.,anecdotes/miscellaneous,neutral
train,2148,2148::cat::0,They all know you.,service,positive
train,2192,2192::cat::0,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food,positive
train,2192,2192::cat::1,"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",ambience,positive
train,2020,2020::cat::0,We ended the dinner with a surprisingly light and flaky apple tarte tatin.,food,positive
train,915,915::cat::0,The buffet had a nice selection.,food,positive
train,1768,1768::cat::0,Waitstaff are very friendly.,service,positive
train,302,302::cat::0,This restaurant is such a great place.,anecdotes/miscellaneous,positive
train,3052,3052::cat::0,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",ambience,neutral
train,2956,2956::cat::0,I've been several times and am totally smitten.,anecdotes/miscellaneous,positive
train,569,569::cat::0,Terrible experience.,anecdotes/miscellaneous,negative
train,658,658::cat::0,I love the place.,anecdotes/miscellaneous,positive
train,1664,1664::cat::0,Service was slow had to wait to order and get food although not crowded.,service,negative
train,3690,3690::cat::0,Will have to return to try the chocolate!,anecdotes/miscellaneous,neutral
train,1274,1274::cat::0,"It's only $1.95 for a regular slice and $4.00 for a slice with a mushroom, not mushrooms.",price,positive
train,481,481::cat::0,There is a real gallery of stars that have visited.,ambience,neutral
train,2827,2827::cat::0,"The food was below average, the service was pathetic, there was no ambience at all.",food,negative
train,2827,2827::cat::1,"The food was below average, the service was pathetic, there was no ambience at all.",service,negative
train,2827,2827::cat::2,"The food was below average, the service was pathetic, there was no ambience at all.",ambience,negative
train,1585,1585::cat::0,I REALLY ENJOYED THE SHOWS PUT ON BY THE ACTORS.,ambience,positive
train,2163,2163::cat::0,Our first time in New York and we had to try a New York Bagel.,anecdotes/miscellaneous,neutral
train,3443,3443::cat::0,service was efficient courteous.,service,positive
train,2108,2108::cat::0,this one is definintely my least favorite.,anecdotes/miscellaneous,negative
train,3452,3452::cat::0,I have been urged by friends for months to check out the mermaid inn.,anecdotes/miscellaneous,neutral
train,412,412::cat::0,The miso soup lacked flavor and the fish was unfortunately not as well prepared as in the past.,food,negative
train,3675,3675::cat::0,"Everytime my husband and I go there, we are never disappointed.",anecdotes/miscellaneous,positive
train,2154,2154::cat::0,They are the best bagels I've had.,food,positive
train,223,223::cat::0,We were not disappointed.,anecdotes/miscellaneous,positive
train,1667,1667::cat::0,I've read some of the previews reviews - people are either not New Yorkers or have more appreciation for ambience then food.,anecdotes/miscellaneous,neutral
train,426,426::cat::0,"Toons has recently been redone, so it's now a very attractive space.",ambience,positive
train,1964,1964::cat::0,"$160 for 2 filets, 2 sides, an appetizer and drinks.",food,neutral
train,1964,1964::cat::1,"$160 for 2 filets, 2 sides, an appetizer and drinks.",price,neutral
train,3380,3380::cat::0,"While the prices are nothing special, the portions are huge.",price,positive
train,3380,3380::cat::1,"While the prices are nothing special, the portions are huge.",food,positive
train,3185,3185::cat::0,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",ambience,positive
train,3185,3185::cat::1,"Its a nice quiet location to go eat a good meal, relax, be able to talk and have a very good time.",food,positive
train,2651,2651::cat::0,"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!",anecdotes/miscellaneous,negative
train,718,718::cat::0,"However, I think this place is a good hang out spot.",ambience,positive
train,2848,2848::cat::0,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",price,negative
train,2848,2848::cat::1,"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive
train,596,596::cat::0,"Rao is a good restaurant, but it's nothing special.",anecdotes/miscellaneous,neutral
train,523,523::cat::0,The wine list is extensive and impressive.,food,positive
train,1497,1497::cat::0,We had the most wonderful waitress.,service,positive
train,2861,2861::cat::0,"While the staff at this little bistro is very friendly, I have never experienced more incompetency.",service,conflict
train,2697,2697::cat::0,The quail was fantastic and unique and the pastas were full of flavor.,food,positive
train,876,876::cat::0,"When we left at 8:00 PM, it was packed and noisy.",anecdotes/miscellaneous,neutral
train,876,876::cat::1,"When we left at 8:00 PM, it was packed and noisy.",ambience,negative
train,248,248::cat::0,"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",anecdotes/miscellaneous,neutral
train,1116,1116::cat::0,The zucchini and mashed potatoes are a blend of garlic and butter which simply melts in your mouth.,food,positive
train,3001,3001::cat::0,The staff is courteous and friendly.,service,positive
train,1058,1058::cat::0,Never fails to please.,anecdotes/miscellaneous,positive
train,2067,2067::cat::0,Decor is nice though service can be spotty.,service,positive
train,2067,2067::cat::1,Decor is nice though service can be spotty.,ambience,positive
train,2491,2491::cat::0,"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive
train,2491,2491::cat::1,"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative
train,2703,2703::cat::0,Will absolutely visit again.,anecdotes/miscellaneous,positive
train,1045,1045::cat::0,Make sure you have the Spicy Scallop roll.. .,food,positive
train,2895,2895::cat::0,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,anecdotes/miscellaneous,positive
train,2895,2895::cat::1,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,price,positive
train,2895,2895::cat::2,I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,food,positive
train,59,59::cat::0,And even with it's Pub atmosphere they were great to my kids too!,ambience,conflict
train,1650,1650::cat::0,This big draw is the all you can sushi here for $19.95!,price,positive
train,1432,1432::cat::0,I consider the best Grand Sichuan restaurant in NYC.,anecdotes/miscellaneous,positive
train,1527,1527::cat::0,we spent 50 $$ definetly will come back with my friends!!!,anecdotes/miscellaneous,positive
train,1527,1527::cat::1,we spent 50 $$ definetly will come back with my friends!!!,price,positive
train,1926,1926::cat::0,Went to Village last night for my birthday.,anecdotes/miscellaneous,neutral
train,1835,1835::cat::0,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.",service,negative
train,208,208::cat::0,The specials are usually quite good too.,food,positive
train,1023,1023::cat::0,They've the best desserts and mixed drinks as well as snack foods.,food,positive
train,85,85::cat::0,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,food,positive
train,2388,2388::cat::0,That's good and bad.,anecdotes/miscellaneous,conflict
train,609,609::cat::0,Really cool stauff inside.,ambience,positive
train,3417,3417::cat::0,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",anecdotes/miscellaneous,neutral
train,3417,3417::cat::1,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",ambience,positive
train,3417,3417::cat::2,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",food,negative
train,602,602::cat::0,The best burger I have had in the Village.,food,positive
train,909,909::cat::0,We visited Orsay during NY Restaurant Week and tried their $35 menu.,anecdotes/miscellaneous,neutral
train,488,488::cat::0,I would have gotten some cole slaw and a knish if my stomach had more space.,food,positive
train,804,804::cat::0,"came here for restaurant week, didn't save much, but it was still great.",anecdotes/miscellaneous,conflict
train,804,804::cat::1,"came here for restaurant week, didn't save much, but it was still great.",price,conflict
train,1153,1153::cat::0,Would NEVER go back there.,anecdotes/miscellaneous,negative
train,769,769::cat::0,Three of us arrived for dinner about 5:30 on a week night without reservations.,anecdotes/miscellaneous,neutral
train,3026,3026::cat::0,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",food,positive
train,3026,3026::cat::1,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",service,positive
train,3026,3026::cat::2,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",ambience,positive
train,661,661::cat::0,There is usually a wait but it is well worth it.,anecdotes/miscellaneous,conflict
train,1437,1437::cat::0,"Be careful, when they say spicy, they mean it!",anecdotes/miscellaneous,neutral
train,2532,2532::cat::0,Your money could easily be better spent elsewhere (Anywhere).,anecdotes/miscellaneous,negative
train,1062,1062::cat::0,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.",service,negative
train,552,552::cat::0,As always we had a great glass of wine while we waited.,food,positive
train,1953,1953::cat::0,Bring your appetites.,anecdotes/miscellaneous,neutral
train,1722,1722::cat::0,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).",service,positive
train,1218,1218::cat::0,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?",ambience,negative
train,509,509::cat::0,Service was very good and warm.,service,positive
train,2318,2318::cat::0,For dinner I had the chicken tikka-masala and some garlic naan.,food,neutral
train,2676,2676::cat::0,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,ambience,positive
train,1965,1965::cat::0,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",ambience,negative
train,1965,1965::cat::1,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",service,negative
train,597,597::cat::0,"Seriously, this place kicks ass.",anecdotes/miscellaneous,positive
train,3317,3317::cat::0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,food,positive
train,3317,3317::cat::1,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,ambience,positive
train,1745,1745::cat::0,"Also, because it is so thin, it gets cold very quickly and its not that filling.",food,negative
train,3527,3527::cat::0,The food is nothing like its menu description.,food,negative
train,1387,1387::cat::0,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,food,positive
train,3629,3629::cat::0,It's just O.K. pizza.,food,neutral
train,2168,2168::cat::0,I loved it and would HIGHLY RECOMMEND.,anecdotes/miscellaneous,positive
train,3023,3023::cat::0,I've been here twice now.,anecdotes/miscellaneous,neutral
train,594,594::cat::0,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral
train,594,594::cat::1,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",ambience,conflict
train,1587,1587::cat::0,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,anecdotes/miscellaneous,positive
train,2620,2620::cat::0,"The service was a bit slow, but they were very friendly.",service,conflict
train,3106,3106::cat::0,"However, I do not understand the extraordinary hype about this restaurant.",anecdotes/miscellaneous,negative
train,262,262::cat::0,It's a small cute restaurant.,ambience,positive
train,606,606::cat::0,I will be returning.,anecdotes/miscellaneous,positive
train,2871,2871::cat::0,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",food,positive
train,2871,2871::cat::1,"Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.",ambience,positive
train,46,46::cat::0,The food is above average for midtown and sligtly better than some of the other Heartland Breweries in the city.,food,positive
train,656,656::cat::0,Thius is a must for anyone who loves Shabu-Shabu.,food,positive
train,1301,1301::cat::0,The food was absolutely horrible!,food,negative
train,1559,1559::cat::0,Food doesn't appear to be cooked on premisis but there's a high turnover so its pretty fresh.,food,conflict
train,3648,3648::cat::0,Restaurant was dirty and unkempt.,ambience,negative
train,3705,3705::cat::0,Nice place though.,anecdotes/miscellaneous,positive
train,1051,1051::cat::0,Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,anecdotes/miscellaneous,positive
train,3539,3539::cat::0,"Similar to other Indian restaurants, they use the dinner special to attract customers at the door.",anecdotes/miscellaneous,neutral
train,1648,1648::cat::0,It is a small restuarant so go early and it will be nice and quiet- go late and it will be packed!,ambience,conflict
train,3134,3134::cat::0,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",anecdotes/miscellaneous,neutral
train,3134,3134::cat::1,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",service,negative
train,3134,3134::cat::2,"The people with carts of food don't understand you because they don't speak English, their job is to give you the delicious food you point at.",food,positive
train,2643,2643::cat::0,"The crackling calamari salad, which is usually a cheap disaster at many restaurants, is crispy and lightly dressed.",food,positive
train,1655,1655::cat::0,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",food,neutral
train,1655,1655::cat::1,"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",price,positive
train,1935,1935::cat::0,"Shockingly easy to throw a group dinner here: simple contract, deposit only to hold the date the entire 2nd fl mezz for our grp of 20.",anecdotes/miscellaneous,positive
train,1254,1254::cat::0,The Thai ice tea was amazingly smooth and yummy!,food,positive
train,3021,3021::cat::0,We've never had any problems with the staff but maybe we've been lucky?,service,positive
train,1665,1665::cat::0,Drinks way over priced.,price,negative
train,2432,2432::cat::0,The main downside to the place is the nazi-like guy running it who constantly complains about the noise level.,service,negative
train,2230,2230::cat::0,What I didn't like was how the food came right after it was ordered.,food,negative
train,2381,2381::cat::0,"But WARNING: to all those that use this site be weary, be very weary of recommendations.",anecdotes/miscellaneous,negative
train,574,574::cat::0,Moderate prices.,price,neutral
train,625,625::cat::0,We had a great time at the Jekyll and hyde Pub last night.,anecdotes/miscellaneous,positive
train,1484,1484::cat::0,Try it side by side and there's no comparison.,anecdotes/miscellaneous,positive
train,3229,3229::cat::0,I think I've had some the best meals of my life at minnow.,food,positive
train,1852,1852::cat::0,My biggest complaint was the un-tasty food although presented well.,food,conflict
train,3053,3053::cat::0,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",ambience,neutral
train,3630,3630::cat::0,So sorry I can't rate this better.,anecdotes/miscellaneous,neutral
train,2070,2070::cat::0,"Most importantly, food is excellent.",food,positive
train,2788,2788::cat::0,Buon appetito!,anecdotes/miscellaneous,positive
train,2671,2671::cat::0,"Great roofdeck, nice group of 30 somethings, but no music, kind of quiet.",ambience,conflict
train,3618,3618::cat::0,"If we were to move from the upper east side, we would genuinely miss this restaurant.",anecdotes/miscellaneous,positive
train,335,335::cat::0,"The best part of the experience was knowing that the manager (a bubbly, friendly young woman with a great smile) truly cared about how we were doing.",service,positive
train,2416,2416::cat::0,"Ok, for all of us growing up in the Village of NYC, we have spoiled by a plethora of restaurants, most of which stay open very late.",anecdotes/miscellaneous,neutral
train,1845,1845::cat::0,"However, service was as plain as sesame crusted Salmon I had.",service,neutral
train,1845,1845::cat::1,"However, service was as plain as sesame crusted Salmon I had.",food,neutral
train,3622,3622::cat::0,I would highly recommend it.,anecdotes/miscellaneous,positive
train,149,149::cat::0,It's great to go for a quick lunch either alone or with a friend.,anecdotes/miscellaneous,positive
train,3571,3571::cat::0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,neutral
train,3571,3571::cat::1,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,negative
train,1765,1765::cat::0,LLOOVVE THIS PLACE.,anecdotes/miscellaneous,positive
train,877,877::cat::0,So some of the reviews here are accurate about the crowd and noise.,anecdotes/miscellaneous,neutral
train,2415,2415::cat::0,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",food,positive
train,2415,2415::cat::1,"You get what you pay for and with that logic in mind, Spice is a great place to grab some cheap eats and drinks in a beautiful setting.",ambience,positive
