split,sentence_id,aspect_id,text,term,term_normalized,polarity,char_from,char_to
train,1304,1304::term::0,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,food,neutral,68,72
train,1304,1304::term::1,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",service,service,neutral,77,84
train,1304,1304::term::2,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",tip,tip,negative,21,24
train,1856,1856::term::0,We were looking forward to nice glass of Sangria when we arrived.,glass of Sangria,glass of sangria,positive,32,48
train,3318,3318::term::0,I would highly recommand requesting a table by the window.,table by the window,table by the window,positive,38,57
train,1335,1335::term::0,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,food,positive,21,25
train,1335,1335::term::1,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,service,negative,67,74
train,1335,1335::term::2,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",waiter,waiter,negative,76,82
train,1335,1335::term::3,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",service,service,negative,116,123
train,401,401::term::0,"The service, however, was a bright flower in a garden.",service,service,positive,4,11
train,2944,2944::term::0,We've been to Grocery three times and not once has an item on the menu disappointed.,menu,menu,positive,66,70
train,3298,3298::term::0,"The food is very good too but for the most part, it's just regular food, nothing special.",food,food,positive,4,8
train,3298,3298::term::1,"The food is very good too but for the most part, it's just regular food, nothing special.",food,food,neutral,67,71
train,1344,1344::term::0,A touch more jalapeno heat for contrast and it would have been very good indeed.,jalapeno,jalapeno,positive,13,21
train,1381,1381::term::0,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,pad see ew,pad see ew,neutral,10,20
train,1381,1381::term::1,Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,dishes,dishes,positive,94,100
train,3658,3658::term::0,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",back patio,back patio,positive,18,28
train,3658,3658::term::1,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",music,music,positive,69,74
train,1840,1840::term::0,The location is perfect.,location,location,positive,4,12
train,2702,2702::term::0,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,guacamole shrimp appetizer,positive,0,26
train,2702,2702::term::1,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,filet,positive,61,66
train,2702,2702::term::2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,frites,negative,100,106
train,2702,2702::term::3,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,filet,positive,131,136
train,3536,3536::term::0,The lunch special is an asbolute steal.,lunch special,lunch special,positive,4,17
train,1363,1363::term::0,This food is asian-air fusion.,food,food,neutral,5,9
train,1065,1065::term::0,Nothing fancy but really good food with pretty reasonable price.,food,food,positive,30,34
train,1065,1065::term::1,Nothing fancy but really good food with pretty reasonable price.,price,price,positive,58,63
train,2137,2137::term::0,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",The chicken pot pie,the chicken pot pie,positive,0,19
train,2137,2137::term::1,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",cheeseburger,cheeseburger,positive,39,51
train,2137,2137::term::2,"The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.",service,service,positive,81,88
train,2884,2884::term::0,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",food,food,positive,24,28
train,2884,2884::term::1,"While I quite liked the food and the ambience, I'm not quite sure if it they really deserve it the Michelin rating they have displayed so prooudly in the window.",ambience,ambience,positive,37,45
train,558,558::term::0,There are a few Italian employees who may not speak the best English but for me that adds to the experience.,employees,employees,conflict,24,33
train,1099,1099::term::0,Once for dinner and once for brunch.,dinner,dinner,neutral,9,15
train,1099,1099::term::1,Once for dinner and once for brunch.,brunch,brunch,neutral,29,35
train,2042,2042::term::0,Not worth the prices.,prices,prices,negative,14,20
train,1114,1114::term::0,From the moment you enter till the moment you walk out the friendly and helpful staff was was just Fantastic.,staff,staff,positive,80,85
train,233,233::term::0,Service was good and food is wonderful.,Service,service,positive,0,7
train,233,233::term::1,Service was good and food is wonderful.,food,food,positive,21,25
train,3276,3276::term::0,She gets 10 for her excellent service and advice.,service,service,positive,30,37
train,960,960::term::0,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,meal,meal,positive,111,115
train,3555,3555::term::0,"being a fan of spicy ethnic foods, indian included, i made friends with this place long ago.",spicy ethnic foods,spicy ethnic foods,positive,15,33
train,2477,2477::term::0,And I say snacking because it really is not set up to be a proper dinner.,dinner,dinner,negative,66,72
train,2477,2477::term::1,And I say snacking because it really is not set up to be a proper dinner.,snacking,snacking,neutral,10,18
train,1095,1095::term::0,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!,quality of food,quality of food,positive,4,19
train,1095,1095::term::1,The quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10!,live jazz,live jazz,positive,65,74
train,696,696::term::0,"I have eaten at Saul, many times, the food is always consistently, outrageously good.",food,food,positive,38,42
train,62,62::term::0,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,seasonal beer,positive,34,47
train,62,62::term::1,(Always ask the bartender for the SEASONAL beer!!!,bartender,bartender,neutral,16,25
train,768,768::term::0,"If your visiting, you'll enjoy the ambiance and the fact that it's in Time Sq...",ambiance,ambiance,positive,35,43
train,3636,3636::term::0,"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",food,food,neutral,82,86
train,3695,3695::term::0,sandwiches tho pricey are over stuffed - can serve 2 persons easily thus cost effective!,sandwiches,sandwiches,conflict,0,10
train,211,211::term::0,Service and food is what any one would expect when spending that type of money.,Service,service,neutral,0,7
train,211,211::term::1,Service and food is what any one would expect when spending that type of money.,food,food,neutral,12,16
train,524,524::term::0,LOVE the atmosphere - felt like I was in Paris.,atmosphere,atmosphere,positive,9,19
train,801,801::term::0,Every course was better than the next.,course,course,positive,6,12
train,266,266::term::0,The staff is incredibly helpful and attentive.,staff,staff,positive,4,9
train,1986,1986::term::0,"If presentation and service is your thing, then this magic show works.",service,service,positive,20,27
train,1240,1240::term::0,"Apparently, the good cook works then.",cook,cook,positive,21,25
train,1787,1787::term::0,The Yellowtail was particularly good as well.,Yellowtail,yellowtail,positive,4,14
train,2349,2349::term::0,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,clams oreganta,positive,6,20
train,2349,2349::term::1,I ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil,positive,37,120
train,2485,2485::term::0,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",menu,menu,negative,4,8
train,2485,2485::term::1,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",portions,portions,negative,18,26
train,2485,2485::term::2,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",lentil dish,lentil dish,negative,60,71
train,2485,2485::term::3,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",basmati rice dish,basmati rice dish,negative,102,119
train,2485,2485::term::4,"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",flavor,flavor,negative,127,133
train,2412,2412::term::0,"Spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,menu,positive,39,43
train,2647,2647::term::0,Patroon features a nice cigar bar and has great staff.,cigar bar,cigar bar,positive,24,33
train,2647,2647::term::1,Patroon features a nice cigar bar and has great staff.,staff,staff,positive,48,53
train,714,714::term::0,Very affordable and excellent ambient!,ambient,ambient,positive,30,37
train,3002,3002::term::0,"More important, the sushi rivals the best in Tokyo.",sushi,sushi,positive,20,25
train,2616,2616::term::0,I have never had cheescake like this.,cheescake,cheescake,positive,17,26
train,2969,2969::term::0,"Bill a little high, but worth it.",Bill,bill,conflict,0,4
train,2410,2410::term::0,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,delivery,negative,45,53
train,3206,3206::term::0,Its a go-to for dates as well as entertaining out of town guests.,entertaining,entertaining,positive,33,45
train,837,837::term::0,Why do people rave about the ambience.,ambience,ambience,negative,29,37
train,1244,1244::term::0,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,drink,neutral,40,45
train,1343,1343::term::0,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,fluke sashimi,positive,0,13
train,1343,1343::term::1,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,jalapeno-lime olive oil,positive,28,51
train,1343,1343::term::2,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,fruit of the oil,positive,57,73
train,1343,1343::term::3,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,fish,positive,98,102
train,348,348::term::0,Great sushi experience.,sushi,sushi,positive,6,11
train,1956,1956::term::0,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,meal,positive,30,34
train,1956,1956::term::1,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,price,positive,47,52
train,2039,2039::term::0,They charge $6.00 for rice.,rice,rice,negative,22,26
train,2990,2990::term::0,My steak au poivre was one of the worst I've had.,steak au poivre,steak au poivre,negative,3,18
train,1779,1779::term::0,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,staff,positive,14,19
train,1779,1779::term::1,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,ambiance,positive,73,81
train,1779,1779::term::2,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,owner,positive,4,9
train,142,142::term::0,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,congee,positive,8,14
train,142,142::term::1,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,bread,positive,103,108
train,142,142::term::2,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,donut like deep fried dough they call ow ley soh,positive,23,71
train,2768,2768::term::0,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,candle-light,positive,49,61
train,2768,2768::term::1,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,food-quality,positive,63,75
train,2768,2768::term::2,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,service,positive,80,87
train,2768,2768::term::3,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,tables,negative,13,19
train,812,812::term::0,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,food,positive,4,8
train,812,812::term::1,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,waiter,positive,31,37
train,218,218::term::0,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,caviar,positive,21,27
train,218,218::term::1,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,waitstaff,positive,46,55
train,1204,1204::term::0,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",food,food,conflict,13,17
train,1204,1204::term::1,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,ethnic food,negative,117,128
train,811,811::term::0,The place was real empty but that was because this was the first Sunday they ever opened.,place,place,negative,4,9
train,2239,2239::term::0,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,food,positive,80,84
train,2239,2239::term::1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,money,positive,94,99
train,2239,2239::term::2,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,place,conflict,12,17
train,3493,3493::term::0,"Ambience is delightful, service impeccable.",Ambience,ambience,positive,0,8
train,3493,3493::term::1,"Ambience is delightful, service impeccable.",service,service,positive,24,31
train,503,503::term::0,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,service,positive,0,7
train,503,503::term::1,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,ac,positive,31,33
train,3236,3236::term::0,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,people,positive,27,33
train,1606,1606::term::0,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,cooks,positive,24,29
train,300,300::term::0,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,sushi rolls,positive,40,51
train,2334,2334::term::0,Although be warned their dinner menu to sit and take out prices are different.,prices,prices,neutral,57,63
train,2334,2334::term::1,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,dinner menu to sit,neutral,25,43
train,2334,2334::term::2,Although be warned their dinner menu to sit and take out prices are different.,take out,take out,neutral,48,56
train,2079,2079::term::0,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,staff,positive,4,9
train,2079,2079::term::1,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,food,positive,32,36
train,2079,2079::term::2,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,place,positive,70,75
train,1424,1424::term::0,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,scallion pancake,positive,17,33
train,1424,1424::term::1,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,vegetable juice,positive,46,61
train,1424,1424::term::2,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,guizhou chicken,positive,90,105
train,1424,1424::term::3,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,shredded squid family style,positive,109,136
train,1424,1424::term::4,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,sichuan spicy soft shell crab,positive,171,200
train,1424,1424::term::5,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shuizhu Fish,shuizhu fish,positive,204,216
train,1424,1424::term::6,"my picks are: - Scallion Pancake (fried with vegetable juice, very special and tasty) - Guizhou Chicken - Shredded Squid Family Style (one of my personal favorites) - Sichuan Spicy Soft Shell Crab - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan food,sichuan food,neutral,243,255
train,1294,1294::term::0,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,spinach mushroom calzone,spinach mushroom calzone,negative,68,92
train,1294,1294::term::1,They smell like they stuff them with old canned vegetables like the spinach mushroom calzone.,canned vegetables,canned vegetables,negative,41,58
train,2361,2361::term::0,"To celebrate a birthday, three of us went to Mare anticipating great food.",food,food,neutral,69,73
train,316,316::term::0,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,Blue Point oysters,blue point oysters,neutral,29,47
train,316,316::term::1,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,beer,beer,neutral,54,58
train,316,316::term::2,There was a great deal for 6 Blue Point oysters and a beer or glass of wine for $8!,glass of wine,glass of wine,neutral,62,75
train,1393,1393::term::0,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,noodle dishes,noodle dishes,positive,19,32
train,1393,1393::term::1,I really liked the noodle dishes at Rice Avenue compared to their Green Curry dish.,Green Curry dish,green curry dish,negative,66,82
train,1317,1317::term::0,"But for whatever reason, prices are about twice as high.",prices,prices,negative,25,31
train,1213,1213::term::0,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,service,service,negative,91,98
train,1213,1213::term::1,I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,food,negative,117,121
train,1281,1281::term::0,Great atmoshere and worth every bit.,atmoshere,atmoshere,positive,6,15
train,2262,2262::term::0,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,spicy tuna roll,positive,4,19
train,2262,2262::term::1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,rock shrimp tempura,positive,47,66
train,2262,2262::term::2,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",appetizer,appetizer,positive,86,95
train,3456,3456::term::0,The staff was knowledgeable and full of personality.,staff,staff,positive,4,9
train,1738,1738::term::0,Great staff.,staff,staff,positive,6,11
train,1081,1081::term::0,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",cost,cost,negative,43,47
train,1081,1081::term::1,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",meal,meal,neutral,63,67
train,1081,1081::term::2,"Only complaint would be that at an average cost of $12-$15 per meal, I'd like not to have to worry about finding a seat!",seat,seat,negative,115,119
train,1117,1117::term::0,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dessert,dessert,positive,64,71
train,1117,1117::term::1,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",White Chocolate Bread Pudding with Gelato and hot chocolate,white chocolate bread pudding with gelato and hot chocolate,positive,88,147
train,1117,1117::term::2,"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",dinner,dinner,positive,32,38
train,306,306::term::0,The banana tower is an amazing dessert as well.,banana tower,banana tower,positive,4,16
train,306,306::term::1,The banana tower is an amazing dessert as well.,dessert,dessert,positive,31,38
train,94,94::term::0,"Excellent atmosphere, delicious dishes good and friendly service.",atmosphere,atmosphere,positive,10,20
train,94,94::term::1,"Excellent atmosphere, delicious dishes good and friendly service.",dishes,dishes,positive,32,38
train,94,94::term::2,"Excellent atmosphere, delicious dishes good and friendly service.",service,service,positive,57,64
train,1015,1015::term::0,A cool place to hang with your friends for a couple of healthy drinks and desserts.,place,place,positive,7,12
train,1015,1015::term::1,A cool place to hang with your friends for a couple of healthy drinks and desserts.,drinks,drinks,positive,63,69
train,1015,1015::term::2,A cool place to hang with your friends for a couple of healthy drinks and desserts.,desserts,desserts,positive,74,82
train,1901,1901::term::0,"Great vibe, lots of people.",vibe,vibe,positive,6,10
train,2422,2422::term::0,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,food,positive,16,20
train,2422,2422::term::1,"I like Mamoun's food as well, but side by side, Kati Rolls just produce tastier food hands down.",food,food,positive,80,84
train,1607,1607::term::0,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",service,service,negative,4,11
train,1607,1607::term::1,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",dinner,dinner,neutral,138,144
train,1607,1607::term::2,"The service is a bit slow, but harkens back to my years growing up in Napoli, Italy where things are not rushed and when you sit down for dinner the table is yours all night.",table,table,positive,149,154
train,2793,2793::term::0,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,icing on the cake,icing on the cake,negative,20,37
train,2793,2793::term::1,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,tiramisu,negative,41,49
train,2332,2332::term::0,Great food and the prices are very reasonable.,food,food,positive,6,10
train,2332,2332::term::1,Great food and the prices are very reasonable.,prices,prices,positive,19,25
train,215,215::term::0,Wine list is not huge but def well selected.,Wine list,wine list,conflict,0,9
train,58,58::term::0,"A cool bar with great food, and tons of excellent beer.",bar,bar,positive,7,10
train,58,58::term::1,"A cool bar with great food, and tons of excellent beer.",food,food,positive,22,26
train,58,58::term::2,"A cool bar with great food, and tons of excellent beer.",beer,beer,positive,50,54
train,536,536::term::0,"Be sure to try the seasonal, and always delicious, specials.",specials,specials,positive,51,59
train,869,869::term::0,The ambience is authentic and relaxing and we have always received attentive and prompt service.,ambience,ambience,positive,4,12
train,869,869::term::1,The ambience is authentic and relaxing and we have always received attentive and prompt service.,service,service,positive,88,95
train,2961,2961::term::0,"Fresh, authentic, french cuisine in substantial portions.",french cuisine,french cuisine,positive,18,32
train,2961,2961::term::1,"Fresh, authentic, french cuisine in substantial portions.",portions,portions,positive,48,56
train,1355,1355::term::0,"Drinks got screwed up, she acted put upon.",Drinks,drinks,negative,0,6
train,2085,2085::term::0,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,vegetarian entree,positive,8,25
train,2085,2085::term::1,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,abby's treasure,positive,27,42
train,2085,2085::term::2,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,wintermelon,positive,101,112
train,2085,2085::term::3,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,assortment of fresh mushrooms and vegetables,positive,125,169
train,1173,1173::term::0,"At 5 dumplings for $1, you just cannot go wrong.",dumplings,dumplings,positive,5,14
train,1470,1470::term::0,But the pizza is way to expensive.,pizza,pizza,negative,8,13
train,2457,2457::term::0,"And the staff is also young, energeic and hot!!!!",staff,staff,positive,8,13
train,505,505::term::0,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Steak au Poivre,steak au poivre,positive,56,71
train,505,505::term::1,"Even better, they know how to cook French classics like Steak au Poivre and Onglet without burning it to death or overcooking it.",Onglet,onglet,positive,76,82
train,842,842::term::0,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",Service,service,conflict,0,7
train,842,842::term::1,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",prices,prices,negative,80,86
train,842,842::term::2,"Service was decent, but not as smooth as I would expect from a place with these prices and reputation.",reputation,reputation,positive,91,101
train,1595,1595::term::0,We had a wonderful meal at Naples 45 a month ago on a visit to NYC.,meal,meal,positive,19,23
train,2150,2150::term::0,Good drink.,drink,drink,positive,5,10
train,2443,2443::term::0,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,food,positive,6,10
train,2443,2443::term::1,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,spinach and corn dumplings,positive,12,38
train,2443,2443::term::2,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",service,service,positive,91,98
train,2443,2443::term::3,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",bathroom,bathroom,positive,121,129
train,2443,2443::term::4,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",massamman curry,massamman curry,positive,43,58
train,2010,2010::term::0,We had a girls' night dinner here for restaurant week.,dinner,dinner,neutral,22,28
train,3483,3483::term::0,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",ceiling,ceiling,negative,119,126
train,3483,3483::term::1,"However, I was there for a work dinner not long ago when my colleague from London noticed a very large waterbug on the ceiling.",dinner,dinner,neutral,32,38
train,255,255::term::0,My chow fun and chow see was really bland and oily.,chow fun and chow see,chow fun and chow see,negative,3,24
train,828,828::term::0,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",table,table,positive,103,108
train,828,828::term::1,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",reservation,reservation,positive,23,34
train,828,828::term::2,"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",seated,seated,positive,91,97
train,3553,3553::term::0,"we did notice however, that some tables had what looked like pita instead of naan.",pita,pita,negative,61,65
train,3553,3553::term::1,"we did notice however, that some tables had what looked like pita instead of naan.",naan,naan,negative,77,81
train,315,315::term::0,"I didn't take a look at the rest menu, but the oysters were fantastic.",menu,menu,neutral,33,37
train,315,315::term::1,"I didn't take a look at the rest menu, but the oysters were fantastic.",oysters,oysters,positive,47,54
train,3282,3282::term::0,The grilled cheese at home afterwards was better.!!,grilled cheese,grilled cheese,positive,4,18
train,2219,2219::term::0,The red sliding doors may be unique but they do not block off the cold air from the outside.,doors,doors,conflict,16,21
train,666,666::term::0,"Great service, great food.",service,service,positive,6,13
train,666,666::term::1,"Great service, great food.",food,food,positive,21,25
train,1910,1910::term::0,"The food is expensive, but worth every bite.",food,food,conflict,4,8
train,1018,1018::term::0,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",food,food,negative,20,24
train,1018,1018::term::1,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,service,negative,33,40
train,1018,1018::term::2,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",service,service,negative,76,83
train,1018,1018::term::3,"sometimes i get bad food and bad service, sometimes i get good good and bad service.",good,good,positive,63,67
train,39,39::term::0,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,waitress,waitress,negative,32,40
train,39,39::term::1,When we were finally seated our waitress came by twice-1 for our order and 2-for our check.,check,check,neutral,85,90
train,2247,2247::term::0,In summer-eat outside on a terrace (another great feature of Suan)!!!,terrace,terrace,positive,27,34
train,2458,2458::term::0,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",design,design,positive,59,65
train,2458,2458::term::1,"It's the perfect restaurant for NY life style, it got cool design, awsome drinks and food and lot's of good looking people eating and hanging at the pink bar...",drinks,drinks,positive,74,80
